B,S,p,nu,Q,aQB,mAQ
1000,50,5647,1,5647,460,0
1000,50,5651,1,5651,456,0
1000,50,5653,1,5653,454,0
1000,50,5657,1,5657,450,0
1000,50,5659,1,5659,448,0
1000,50,5669,1,5669,438,0
1000,50,5683,1,5683,424,0
1000,50,5689,1,5689,418,0
1000,50,5693,1,5693,414,0
1000,50,5701,1,5701,406,0
1000,50,5711,1,5711,396,0
1000,50,5717,1,5717,390,0
1000,50,5737,1,5737,370,0
1000,50,5741,1,5741,366,0
1000,50,5743,1,5743,364,0
1000,50,5749,1,5749,358,0
1000,50,5779,1,5779,328,0
1000,50,5783,1,5783,324,0
1000,50,5791,1,5791,316,0
1000,50,5801,1,5801,306,0
1000,50,5807,1,5807,300,0
1000,50,5813,1,5813,294,0
1000,50,5821,1,5821,286,0
1000,50,5827,1,5827,280,0
1000,50,5839,1,5839,268,0
1000,50,5843,1,5843,264,0
1000,50,5849,1,5849,258,0
1000,50,5851,1,5851,256,0
1000,50,5857,1,5857,250,0
1000,50,5861,1,5861,246,0
1000,50,5867,1,5867,240,0
1000,50,5869,1,5869,238,0
1000,50,5879,1,5879,228,0
1000,50,5881,1,5881,226,0
1000,50,5897,1,5897,210,0
1000,50,5903,1,5903,204,0
1000,50,5923,1,5923,184,0
1000,50,5927,1,5927,180,0
1000,50,5939,1,5939,168,0
1000,50,5953,1,5953,154,0
1000,50,5981,1,5981,126,0
1000,50,5987,1,5987,120,0
1000,50,6007,1,6007,100,0
1000,50,6011,1,6011,96,0
1000,50,6029,1,6029,78,0
1000,50,6037,1,6037,70,0
1000,50,6043,1,6043,64,0
1000,50,6047,1,6047,60,0
1000,50,6053,1,6053,54,0
1000,50,6067,1,6067,40,0
1000,50,6073,1,6073,34,0
1000,50,6079,1,6079,28,0
1000,50,6089,1,6089,18,0
1000,50,6091,1,6091,16,0
1000,50,6101,1,6101,6,0
