B,S,p,nu,Q,aQB,mAQ
400,20,509,1,509,1017,-40
400,20,521,1,521,1041,-40
400,20,523,1,523,1045,-40
400,20,541,1,541,1081,-32
400,20,547,1,547,1093,-23
400,20,557,1,557,1089,-20
400,20,563,1,563,1083,-20
400,20,569,1,569,1077,-20
400,20,571,1,571,1075,-20
400,20,577,1,577,1069,-20
400,20,587,1,587,1059,-20
400,20,593,1,593,1053,-20
400,20,599,1,599,1047,-20
400,20,601,1,601,1045,-20
400,20,607,1,607,1039,-20
400,20,613,1,613,1033,-20
400,20,617,1,617,1029,-20
400,20,619,1,619,1027,-20
400,20,631,1,631,1015,-20
400,20,641,1,641,1005,-20
400,20,643,1,643,1003,-20
400,20,647,1,647,999,-20
400,20,653,1,653,993,-20
400,20,659,1,659,987,-20
400,20,661,1,661,985,-20
400,20,673,1,673,973,-20
400,20,677,1,677,969,-20
400,20,683,1,683,963,-20
400,20,691,1,691,955,-20
400,20,701,1,701,945,-20
400,20,709,1,709,937,-20
400,20,719,1,719,927,-20
400,20,727,1,727,919,-20
400,20,733,1,733,913,-20
400,20,739,1,739,907,-20
400,20,743,1,743,903,-20
400,20,751,1,751,895,-20
400,20,757,1,757,889,-20
400,20,761,1,761,885,-20
400,20,769,1,769,877,-20
400,20,773,1,773,873,-20
400,20,787,1,787,859,-20
400,20,797,1,797,849,-20
400,20,809,1,809,820,-33
400,20,811,1,811,814,-36
400,20,821,1,821,800,-42
400,20,823,1,823,800,-40
400,20,827,1,827,800,-40
400,20,829,1,829,800,-40
400,20,839,1,839,800,-40
400,20,853,1,853,800,-40
400,20,857,1,857,800,-40
400,20,859,1,859,800,-40
400,20,863,1,863,800,-40
400,20,877,1,877,800,-40
400,20,881,1,881,800,-40
400,20,883,1,883,800,-40
400,20,887,1,887,800,-40
400,20,907,1,907,800,-40
400,20,911,1,911,800,-40
400,20,919,1,919,800,-40
400,20,929,1,929,800,-40
400,20,937,1,937,800,-40
400,20,941,1,941,800,-40
400,20,947,1,947,800,-40
400,20,953,1,953,800,-40
400,20,967,1,967,800,-40
400,20,971,1,971,800,-40
400,20,977,1,977,800,-40
400,20,983,1,983,800,-40
400,20,991,1,991,800,-40
400,20,997,1,997,800,-40
400,20,1009,1,1009,800,-40
400,20,1013,1,1013,800,-40
400,20,1019,1,1019,800,-40
400,20,1021,1,1021,800,-40
400,20,1031,1,1031,800,-40
400,20,1033,1,1033,800,-40
400,20,1039,1,1039,800,-40
400,20,1049,1,1049,800,-40
400,20,1051,1,1051,800,-40
400,20,1061,1,1061,800,-40
400,20,1063,1,1063,800,-40
400,20,1069,1,1069,800,-40
400,20,1087,1,1087,800,-40
400,20,1091,1,1091,800,-40
400,20,1093,1,1093,800,-40
400,20,1097,1,1097,800,-40
400,20,1103,1,1103,800,-40
400,20,1109,1,1109,800,-40
400,20,1117,1,1117,800,-40
400,20,1123,1,1123,800,-40
400,20,1129,1,1129,800,-40
400,20,1151,1,1151,800,-40
400,20,1153,1,1153,800,-40
400,20,1163,1,1163,800,-40
400,20,1171,1,1171,800,-40
400,20,1181,1,1181,800,-40
400,20,1187,1,1187,800,-40
400,20,1193,1,1193,800,-40
400,20,1201,1,1201,800,-40
400,20,1213,1,1213,800,-40
400,20,1217,1,1217,800,-40
400,20,1223,1,1223,800,-40
400,20,1229,1,1229,800,-40
400,20,1231,1,1231,800,-40
400,20,1237,1,1237,800,-40
400,20,1249,1,1249,800,-40
400,20,1259,1,1259,800,-40
400,20,1277,1,1277,800,-40
400,20,1279,1,1279,800,-40
400,20,1283,1,1283,800,-40
400,20,1289,1,1289,800,-40
400,20,1291,1,1291,800,-40
400,20,1297,1,1297,800,-40
400,20,1301,1,1301,800,-40
400,20,1303,1,1303,800,-40
400,20,1307,1,1307,800,-40
400,20,1319,1,1319,800,-40
400,20,1321,1,1321,800,-40
400,20,1327,1,1327,800,-40
400,20,1361,1,1361,800,-40
400,20,1367,1,1367,800,-40
400,20,1373,1,1373,800,-40
400,20,1381,1,1381,800,-40
400,20,1399,1,1399,800,-40
400,20,1409,1,1409,800,-40
400,20,1423,1,1423,800,-40
400,20,1427,1,1427,800,-40
400,20,1429,1,1429,800,-40
400,20,1433,1,1433,800,-40
400,20,1439,1,1439,800,-40
400,20,1447,1,1447,800,-40
400,20,1451,1,1451,800,-40
400,20,1453,1,1453,800,-40
400,20,1459,1,1459,800,-40
400,20,1471,1,1471,800,-40
400,20,1481,1,1481,800,-40
400,20,1483,1,1483,800,-40
400,20,1487,1,1487,800,-40
400,20,1489,1,1489,800,-40
400,20,1493,1,1493,800,-40
400,20,1499,1,1499,800,-40
400,20,1511,1,1511,800,-40
400,20,1523,1,1523,800,-40
400,20,1531,1,1531,800,-40
400,20,1543,1,1543,800,-40
400,20,1549,1,1549,800,-40
400,20,1553,1,1553,800,-40
400,20,1559,1,1559,800,-40
400,20,1567,1,1567,800,-40
400,20,1571,1,1571,800,-40
400,20,1579,1,1579,800,-40
400,20,1583,1,1583,800,-40
400,20,1597,1,1597,800,-40
400,20,1601,1,1601,800,-40
400,20,1607,1,1607,800,-40
400,20,1609,1,1609,800,-38
400,20,1613,1,1613,800,-34
400,20,1619,1,1619,800,-28
400,20,1621,1,1621,800,-26
400,20,1627,1,1627,800,-20
400,20,1637,1,1637,800,-10
400,20,1657,1,1657,790,0
400,20,1663,1,1663,784,0
400,20,1667,1,1667,780,0
400,20,1669,1,1669,778,0
400,20,1693,1,1693,754,0
400,20,1697,1,1697,750,0
400,20,1699,1,1699,748,0
400,20,1709,1,1709,738,0
400,20,1721,1,1721,726,0
400,20,1723,1,1723,724,0
400,20,1733,1,1733,714,0
400,20,1741,1,1741,706,0
400,20,1747,1,1747,700,0
400,20,1753,1,1753,694,0
400,20,1759,1,1759,688,0
400,20,1777,1,1777,670,0
400,20,1783,1,1783,664,0
400,20,1787,1,1787,660,0
400,20,1789,1,1789,658,0
400,20,1801,1,1801,646,0
400,20,1811,1,1811,636,0
400,20,1823,1,1823,624,0
400,20,1831,1,1831,616,0
400,20,1847,1,1847,600,0
400,20,1861,1,1861,586,0
400,20,1867,1,1867,580,0
400,20,1871,1,1871,576,0
400,20,1873,1,1873,574,0
400,20,1877,1,1877,570,0
400,20,1879,1,1879,568,0
400,20,1889,1,1889,558,0
400,20,1901,1,1901,546,0
400,20,1907,1,1907,540,0
400,20,1913,1,1913,534,0
400,20,1931,1,1931,516,0
400,20,1933,1,1933,514,0
400,20,1949,1,1949,498,0
400,20,1951,1,1951,496,0
400,20,1973,1,1973,474,0
400,20,1979,1,1979,468,0
400,20,1987,1,1987,460,0
400,20,1993,1,1993,454,0
400,20,1997,1,1997,450,0
400,20,1999,1,1999,448,0
400,20,2003,1,2003,444,0
400,20,2011,1,2011,436,0
400,20,2017,1,2017,430,0
400,20,2027,1,2027,420,0
400,20,2029,1,2029,418,0
400,20,2039,1,2039,408,0
400,20,2053,1,2053,394,0
400,20,2063,1,2063,384,0
400,20,2069,1,2069,378,0
400,20,2081,1,2081,366,0
400,20,2083,1,2083,364,0
400,20,2087,1,2087,360,0
400,20,2089,1,2089,358,0
400,20,2099,1,2099,348,0
400,20,2111,1,2111,336,0
400,20,2113,1,2113,334,0
400,20,2129,1,2129,318,0
400,20,2131,1,2131,316,0
400,20,2137,1,2137,310,0
400,20,2141,1,2141,306,0
400,20,2143,1,2143,304,0
400,20,2153,1,2153,294,0
400,20,2161,1,2161,286,0
400,20,2179,1,2179,268,0
400,20,2203,1,2203,244,0
400,20,2207,1,2207,240,0
400,20,2213,1,2213,234,0
400,20,2221,1,2221,226,0
400,20,2237,1,2237,210,0
400,20,2239,1,2239,208,0
400,20,2243,1,2243,204,0
400,20,2251,1,2251,196,0
400,20,2267,1,2267,180,0
400,20,2269,1,2269,178,0
400,20,2273,1,2273,174,0
400,20,2281,1,2281,166,0
400,20,2287,1,2287,160,0
400,20,2293,1,2293,154,0
400,20,2297,1,2297,150,0
400,20,2309,1,2309,138,0
400,20,2311,1,2311,136,0
400,20,2333,1,2333,114,0
400,20,2339,1,2339,108,0
400,20,2341,1,2341,106,0
400,20,2347,1,2347,100,0
400,20,2351,1,2351,96,0
400,20,2357,1,2357,90,0
400,20,2371,1,2371,76,0
400,20,2377,1,2377,70,0
400,20,2381,1,2381,66,0
400,20,2383,1,2383,64,0
400,20,2389,1,2389,58,0
400,20,2393,1,2393,54,0
400,20,2399,1,2399,48,0
400,20,2411,1,2411,36,0
400,20,2417,1,2417,30,0
400,20,2423,1,2423,24,0
400,20,2437,1,2437,10,0
400,20,2441,1,2441,6,0
