200,10,19006.571555,78136,120.475808,8059.234548,73045.843847,65107.085108,66115
400,20,87097.358616,315872,10694.925956,44077.664692,295348.218878,261965.480141,82787
800,40,392710.573748,1270944,88870.304592,214658.381590,1184791.519406,1059003.442408,40000
1000,50,635911.778806,1988136,159962.679622,362419.599100,1854019.962154,1651563.042676,40000
