B,S,p,nu,Q,aQB,mAQ
1200,60,293,1,293,11502,328
1200,60,307,1,307,11052,276
1200,60,311,1,311,10908,256
1200,60,313,1,313,10836,248
1200,60,317,1,317,10692,240
1200,60,331,1,331,10436,300
1200,60,337,1,337,10268,300
1200,60,347,1,347,9931,257
1200,60,349,1,349,9849,237
1200,60,353,1,353,9765,240
1200,60,359,1,359,9639,240
1200,60,367,1,367,9471,240
1200,60,373,1,373,9345,240
1200,60,379,1,379,9219,240
1200,60,383,1,383,9083,231
1200,60,389,1,389,8943,240
1200,60,397,1,397,8823,240
1200,60,401,1,401,8757,231
1200,60,409,1,409,8589,159
1200,60,419,1,419,8379,123
1200,60,421,1,421,8337,120
1200,60,431,1,431,8127,120
1200,60,433,1,433,8119,120
1200,60,439,1,439,8095,131
1200,60,443,1,443,8079,153
1200,60,449,1,449,8043,180
1200,60,457,1,457,7923,180
1200,60,461,1,461,7863,180
1200,60,463,1,463,7833,180
1200,60,467,1,467,7773,180
1200,60,479,1,479,7593,180
1200,60,487,1,487,7404,128
1200,60,491,1,491,7342,117
1200,60,499,1,499,7262,120
1200,60,503,1,503,7222,120
1200,60,509,1,509,7162,120
1200,60,521,1,521,7042,120
1200,60,523,1,523,7022,120
1200,60,541,1,541,6842,120
1200,60,547,1,547,6782,120
1200,60,557,1,557,6596,120
1200,60,563,1,563,6482,120
1200,60,569,1,569,6438,120
1200,60,571,1,571,6426,120
1200,60,577,1,577,6390,120
1200,60,587,1,587,6330,120
1200,60,593,1,593,6294,120
1200,60,599,1,599,6258,120
1200,60,601,1,601,6242,114
1200,60,607,1,607,6182,78
1200,60,613,1,613,6122,42
1200,60,617,1,617,6082,26
1200,60,619,1,619,6062,22
1200,60,631,1,631,5942,0
1200,60,641,1,641,5842,0
1200,60,643,1,643,5822,0
1200,60,647,1,647,5782,0
1200,60,653,1,653,5722,0
1200,60,659,1,659,5662,0
1200,60,661,1,661,5642,0
1200,60,673,1,673,5598,0
1200,60,677,1,677,5602,0
1200,60,683,1,683,5608,0
1200,60,691,1,691,5616,15
1200,60,701,1,701,5626,50
1200,60,709,1,709,5598,60
1200,60,719,1,719,5538,60
1200,60,727,1,727,5490,60
1200,60,733,1,733,5454,60
1200,60,739,1,739,5418,60
1200,60,743,1,743,5394,60
1200,60,751,1,751,5346,60
1200,60,757,1,757,5310,60
1200,60,761,1,761,5286,60
1200,60,769,1,769,5238,60
1200,60,773,1,773,5214,60
1200,60,787,1,787,5130,60
1200,60,797,1,797,5070,60
1200,60,809,1,809,4945,20
1200,60,811,1,811,4921,11
1200,60,821,1,821,4863,0
1200,60,823,1,823,4857,0
1200,60,827,1,827,4845,0
1200,60,829,1,829,4839,0
1200,60,839,1,839,4809,0
1200,60,853,1,853,4767,0
1200,60,857,1,857,4755,0
1200,60,859,1,859,4749,0
1200,60,863,1,863,4737,0
1200,60,877,1,877,4695,0
1200,60,881,1,881,4683,0
1200,60,883,1,883,4677,0
1200,60,887,1,887,4665,0
1200,60,907,1,907,4605,0
1200,60,911,1,911,4593,0
1200,60,919,1,919,4569,0
1200,60,929,1,929,4539,0
1200,60,937,1,937,4515,0
1200,60,941,1,941,4503,0
1200,60,947,1,947,4485,0
1200,60,953,1,953,4467,0
1200,60,967,1,967,4425,0
1200,60,971,1,971,4413,0
1200,60,977,1,977,4395,0
1200,60,983,1,983,4377,0
1200,60,991,1,991,4325,0
1200,60,997,1,997,4277,0
1200,60,1009,1,1009,4181,0
1200,60,1013,1,1013,4149,0
1200,60,1019,1,1019,4101,0
1200,60,1021,1,1021,4085,0
1200,60,1031,1,1031,4005,0
1200,60,1033,1,1033,3989,0
1200,60,1039,1,1039,3941,0
1200,60,1049,1,1049,3877,0
1200,60,1051,1,1051,3875,0
1200,60,1061,1,1061,3865,0
1200,60,1063,1,1063,3863,0
1200,60,1069,1,1069,3857,0
1200,60,1087,1,1087,3839,0
1200,60,1091,1,1091,3835,0
1200,60,1093,1,1093,3833,0
1200,60,1097,1,1097,3829,0
1200,60,1103,1,1103,3823,0
1200,60,1109,1,1109,3817,0
1200,60,1117,1,1117,3809,0
1200,60,1123,1,1123,3803,0
1200,60,1129,1,1129,3797,0
1200,60,1151,1,1151,3775,0
1200,60,1153,1,1153,3773,0
1200,60,1163,1,1163,3763,0
1200,60,1171,1,1171,3755,0
1200,60,1181,1,1181,3745,0
1200,60,1187,1,1187,3739,0
1200,60,1193,1,1193,3733,0
1200,60,1201,1,1201,3723,-3
1200,60,1213,1,1213,3687,-39
1200,60,1217,1,1217,3675,-51
1200,60,1223,1,1223,3657,-69
1200,60,1229,1,1229,3639,-87
1200,60,1231,1,1231,3633,-91
1200,60,1237,1,1237,3615,-97
1200,60,1249,1,1249,3579,-109
1200,60,1259,1,1259,3549,-119
1200,60,1277,1,1277,3495,-120
1200,60,1279,1,1279,3489,-120
1200,60,1283,1,1283,3477,-120
1200,60,1289,1,1289,3459,-120
1200,60,1291,1,1291,3453,-120
1200,60,1297,1,1297,3435,-120
1200,60,1301,1,1301,3423,-120
1200,60,1303,1,1303,3417,-120
1200,60,1307,1,1307,3405,-120
1200,60,1319,1,1319,3369,-120
1200,60,1321,1,1321,3363,-120
1200,60,1327,1,1327,3345,-120
1200,60,1361,1,1361,3243,-120
1200,60,1367,1,1367,3225,-120
1200,60,1373,1,1373,3207,-120
1200,60,1381,1,1381,3183,-120
1200,60,1399,1,1399,3129,-120
1200,60,1409,1,1409,3099,-120
1200,60,1423,1,1423,3057,-120
1200,60,1427,1,1427,3045,-120
1200,60,1429,1,1429,3039,-120
1200,60,1433,1,1433,3027,-120
1200,60,1439,1,1439,3009,-120
1200,60,1447,1,1447,2985,-120
1200,60,1451,1,1451,2973,-120
1200,60,1453,1,1453,2967,-120
1200,60,1459,1,1459,2949,-120
1200,60,1471,1,1471,2941,-120
1200,60,1481,1,1481,2961,-120
1200,60,1483,1,1483,2965,-120
1200,60,1487,1,1487,2973,-120
1200,60,1489,1,1489,2977,-120
1200,60,1493,1,1493,2985,-120
1200,60,1499,1,1499,2997,-120
1200,60,1511,1,1511,3021,-120
1200,60,1523,1,1523,3045,-120
1200,60,1531,1,1531,3061,-120
1200,60,1543,1,1543,3085,-120
1200,60,1549,1,1549,3097,-120
1200,60,1553,1,1553,3105,-120
1200,60,1559,1,1559,3117,-120
1200,60,1567,1,1567,3133,-120
1200,60,1571,1,1571,3141,-120
1200,60,1579,1,1579,3157,-120
1200,60,1583,1,1583,3165,-120
1200,60,1597,1,1597,3193,-120
1200,60,1601,1,1601,3201,-120
1200,60,1607,1,1607,3213,-113
1200,60,1609,1,1609,3217,-110
1200,60,1613,1,1613,3225,-104
1200,60,1619,1,1619,3237,-95
1200,60,1621,1,1621,3241,-92
1200,60,1627,1,1627,3253,-83
1200,60,1637,1,1637,3273,-68
1200,60,1657,1,1657,3269,-60
1200,60,1663,1,1663,3263,-60
1200,60,1667,1,1667,3259,-60
1200,60,1669,1,1669,3257,-60
1200,60,1693,1,1693,3233,-60
1200,60,1697,1,1697,3229,-60
1200,60,1699,1,1699,3227,-60
1200,60,1709,1,1709,3217,-60
1200,60,1721,1,1721,3205,-60
1200,60,1723,1,1723,3203,-60
1200,60,1733,1,1733,3193,-60
1200,60,1741,1,1741,3185,-60
1200,60,1747,1,1747,3179,-60
1200,60,1753,1,1753,3173,-60
1200,60,1759,1,1759,3167,-60
1200,60,1777,1,1777,3149,-60
1200,60,1783,1,1783,3143,-60
1200,60,1787,1,1787,3139,-60
1200,60,1789,1,1789,3137,-60
1200,60,1801,1,1801,3125,-60
1200,60,1811,1,1811,3115,-60
1200,60,1823,1,1823,3103,-60
1200,60,1831,1,1831,3095,-60
1200,60,1847,1,1847,3079,-60
1200,60,1861,1,1861,3065,-60
1200,60,1867,1,1867,3059,-60
1200,60,1871,1,1871,3055,-60
1200,60,1873,1,1873,3053,-60
1200,60,1877,1,1877,3049,-60
1200,60,1879,1,1879,3047,-60
1200,60,1889,1,1889,3037,-60
1200,60,1901,1,1901,3025,-60
1200,60,1907,1,1907,3019,-60
1200,60,1913,1,1913,3013,-60
1200,60,1931,1,1931,2995,-60
1200,60,1933,1,1933,2993,-60
1200,60,1949,1,1949,2977,-60
1200,60,1951,1,1951,2975,-60
1200,60,1973,1,1973,2953,-60
1200,60,1979,1,1979,2947,-60
1200,60,1987,1,1987,2939,-60
1200,60,1993,1,1993,2933,-60
1200,60,1997,1,1997,2929,-60
1200,60,1999,1,1999,2927,-60
1200,60,2003,1,2003,2923,-60
1200,60,2011,1,2011,2915,-60
1200,60,2017,1,2017,2909,-60
1200,60,2027,1,2027,2899,-60
1200,60,2029,1,2029,2897,-60
1200,60,2039,1,2039,2887,-60
1200,60,2053,1,2053,2873,-60
1200,60,2063,1,2063,2863,-60
1200,60,2069,1,2069,2857,-60
1200,60,2081,1,2081,2845,-60
1200,60,2083,1,2083,2843,-60
1200,60,2087,1,2087,2839,-60
1200,60,2089,1,2089,2837,-60
1200,60,2099,1,2099,2827,-60
1200,60,2111,1,2111,2815,-60
1200,60,2113,1,2113,2813,-60
1200,60,2129,1,2129,2797,-60
1200,60,2131,1,2131,2795,-60
1200,60,2137,1,2137,2789,-60
1200,60,2141,1,2141,2785,-60
1200,60,2143,1,2143,2783,-60
1200,60,2153,1,2153,2773,-60
1200,60,2161,1,2161,2765,-60
1200,60,2179,1,2179,2747,-60
1200,60,2203,1,2203,2723,-60
1200,60,2207,1,2207,2719,-60
1200,60,2213,1,2213,2713,-60
1200,60,2221,1,2221,2705,-60
1200,60,2237,1,2237,2689,-60
1200,60,2239,1,2239,2687,-60
1200,60,2243,1,2243,2683,-60
1200,60,2251,1,2251,2675,-60
1200,60,2267,1,2267,2659,-60
1200,60,2269,1,2269,2657,-60
1200,60,2273,1,2273,2653,-60
1200,60,2281,1,2281,2645,-60
1200,60,2287,1,2287,2639,-60
1200,60,2293,1,2293,2633,-60
1200,60,2297,1,2297,2629,-60
1200,60,2309,1,2309,2617,-60
1200,60,2311,1,2311,2615,-60
1200,60,2333,1,2333,2593,-60
1200,60,2339,1,2339,2587,-60
1200,60,2341,1,2341,2585,-60
1200,60,2347,1,2347,2579,-60
1200,60,2351,1,2351,2575,-60
1200,60,2357,1,2357,2569,-60
1200,60,2371,1,2371,2555,-60
1200,60,2377,1,2377,2549,-60
1200,60,2381,1,2381,2545,-60
1200,60,2383,1,2383,2543,-60
1200,60,2389,1,2389,2537,-60
1200,60,2393,1,2393,2533,-60
1200,60,2399,1,2399,2527,-60
1200,60,2411,1,2411,2494,-76
1200,60,2417,1,2417,2476,-85
1200,60,2423,1,2423,2458,-94
1200,60,2437,1,2437,2416,-115
1200,60,2441,1,2441,2404,-121
1200,60,2447,1,2447,2400,-123
1200,60,2459,1,2459,2400,-123
1200,60,2467,1,2467,2400,-120
1200,60,2473,1,2473,2400,-120
1200,60,2477,1,2477,2400,-120
1200,60,2503,1,2503,2400,-120
1200,60,2521,1,2521,2400,-120
1200,60,2531,1,2531,2400,-120
1200,60,2539,1,2539,2400,-120
1200,60,2543,1,2543,2400,-120
1200,60,2549,1,2549,2400,-120
1200,60,2551,1,2551,2400,-120
1200,60,2557,1,2557,2400,-120
1200,60,2579,1,2579,2400,-120
1200,60,2591,1,2591,2400,-120
1200,60,2593,1,2593,2400,-120
1200,60,2609,1,2609,2400,-120
1200,60,2617,1,2617,2400,-120
1200,60,2621,1,2621,2400,-120
1200,60,2633,1,2633,2400,-120
1200,60,2647,1,2647,2400,-120
1200,60,2657,1,2657,2400,-120
1200,60,2659,1,2659,2400,-120
1200,60,2663,1,2663,2400,-120
1200,60,2671,1,2671,2400,-120
1200,60,2677,1,2677,2400,-120
1200,60,2683,1,2683,2400,-120
1200,60,2687,1,2687,2400,-120
1200,60,2689,1,2689,2400,-120
1200,60,2693,1,2693,2400,-120
1200,60,2699,1,2699,2400,-120
1200,60,2707,1,2707,2400,-120
1200,60,2711,1,2711,2400,-120
1200,60,2713,1,2713,2400,-120
1200,60,2719,1,2719,2400,-120
1200,60,2729,1,2729,2400,-120
1200,60,2731,1,2731,2400,-120
1200,60,2741,1,2741,2400,-120
1200,60,2749,1,2749,2400,-120
1200,60,2753,1,2753,2400,-120
1200,60,2767,1,2767,2400,-120
1200,60,2777,1,2777,2400,-120
1200,60,2789,1,2789,2400,-120
1200,60,2791,1,2791,2400,-120
1200,60,2797,1,2797,2400,-120
1200,60,2801,1,2801,2400,-120
1200,60,2803,1,2803,2400,-120
1200,60,2819,1,2819,2400,-120
1200,60,2833,1,2833,2400,-120
1200,60,2837,1,2837,2400,-120
1200,60,2843,1,2843,2400,-120
1200,60,2851,1,2851,2400,-120
1200,60,2857,1,2857,2400,-120
1200,60,2861,1,2861,2400,-120
1200,60,2879,1,2879,2400,-120
1200,60,2887,1,2887,2400,-120
1200,60,2897,1,2897,2400,-120
1200,60,2903,1,2903,2400,-120
1200,60,2909,1,2909,2400,-120
1200,60,2917,1,2917,2400,-120
1200,60,2927,1,2927,2400,-120
1200,60,2939,1,2939,2400,-120
1200,60,2953,1,2953,2400,-120
1200,60,2957,1,2957,2400,-120
1200,60,2963,1,2963,2400,-120
1200,60,2969,1,2969,2400,-120
1200,60,2971,1,2971,2400,-120
1200,60,2999,1,2999,2400,-120
1200,60,3001,1,3001,2400,-120
1200,60,3011,1,3011,2400,-120
1200,60,3019,1,3019,2400,-120
1200,60,3023,1,3023,2400,-120
1200,60,3037,1,3037,2400,-120
1200,60,3041,1,3041,2400,-120
1200,60,3049,1,3049,2400,-120
1200,60,3061,1,3061,2400,-120
1200,60,3067,1,3067,2400,-120
1200,60,3079,1,3079,2400,-120
1200,60,3083,1,3083,2400,-120
1200,60,3089,1,3089,2400,-120
1200,60,3109,1,3109,2400,-120
1200,60,3119,1,3119,2400,-120
1200,60,3121,1,3121,2400,-120
1200,60,3137,1,3137,2400,-120
1200,60,3163,1,3163,2400,-120
1200,60,3167,1,3167,2400,-120
1200,60,3169,1,3169,2400,-120
1200,60,3181,1,3181,2400,-120
1200,60,3187,1,3187,2400,-120
1200,60,3191,1,3191,2400,-120
1200,60,3203,1,3203,2400,-120
1200,60,3209,1,3209,2400,-120
1200,60,3217,1,3217,2400,-120
1200,60,3221,1,3221,2400,-120
1200,60,3229,1,3229,2400,-120
1200,60,3251,1,3251,2400,-120
1200,60,3253,1,3253,2400,-120
1200,60,3257,1,3257,2400,-120
1200,60,3259,1,3259,2400,-120
1200,60,3271,1,3271,2400,-120
1200,60,3299,1,3299,2400,-120
1200,60,3301,1,3301,2400,-120
1200,60,3307,1,3307,2400,-120
1200,60,3313,1,3313,2400,-120
1200,60,3319,1,3319,2400,-120
1200,60,3323,1,3323,2400,-120
1200,60,3329,1,3329,2400,-120
1200,60,3331,1,3331,2400,-120
1200,60,3343,1,3343,2400,-120
1200,60,3347,1,3347,2400,-120
1200,60,3359,1,3359,2400,-120
1200,60,3361,1,3361,2400,-120
1200,60,3371,1,3371,2400,-120
1200,60,3373,1,3373,2400,-120
1200,60,3389,1,3389,2400,-120
1200,60,3391,1,3391,2400,-120
1200,60,3407,1,3407,2400,-120
1200,60,3413,1,3413,2400,-120
1200,60,3433,1,3433,2400,-120
1200,60,3449,1,3449,2400,-120
1200,60,3457,1,3457,2400,-120
1200,60,3461,1,3461,2400,-120
1200,60,3463,1,3463,2400,-120
1200,60,3467,1,3467,2400,-120
1200,60,3469,1,3469,2400,-120
1200,60,3491,1,3491,2400,-120
1200,60,3499,1,3499,2400,-120
1200,60,3511,1,3511,2400,-120
1200,60,3517,1,3517,2400,-120
1200,60,3527,1,3527,2400,-120
1200,60,3529,1,3529,2400,-120
1200,60,3533,1,3533,2400,-120
1200,60,3539,1,3539,2400,-120
1200,60,3541,1,3541,2400,-120
1200,60,3547,1,3547,2400,-120
1200,60,3557,1,3557,2400,-120
1200,60,3559,1,3559,2400,-120
1200,60,3571,1,3571,2400,-120
1200,60,3581,1,3581,2400,-120
1200,60,3583,1,3583,2400,-120
1200,60,3593,1,3593,2400,-120
1200,60,3607,1,3607,2400,-120
1200,60,3613,1,3613,2400,-120
1200,60,3617,1,3617,2400,-120
1200,60,3623,1,3623,2400,-120
1200,60,3631,1,3631,2400,-120
1200,60,3637,1,3637,2400,-120
1200,60,3643,1,3643,2400,-120
1200,60,3659,1,3659,2400,-120
1200,60,3671,1,3671,2400,-120
1200,60,3673,1,3673,2400,-120
1200,60,3677,1,3677,2400,-120
1200,60,3691,1,3691,2400,-120
1200,60,3697,1,3697,2400,-120
1200,60,3701,1,3701,2400,-120
1200,60,3709,1,3709,2400,-120
1200,60,3719,1,3719,2400,-120
1200,60,3727,1,3727,2400,-120
1200,60,3733,1,3733,2400,-120
1200,60,3739,1,3739,2400,-120
1200,60,3761,1,3761,2400,-120
1200,60,3767,1,3767,2400,-120
1200,60,3769,1,3769,2400,-120
1200,60,3779,1,3779,2400,-120
1200,60,3793,1,3793,2400,-120
1200,60,3797,1,3797,2400,-120
1200,60,3803,1,3803,2400,-120
1200,60,3821,1,3821,2400,-120
1200,60,3823,1,3823,2400,-120
1200,60,3833,1,3833,2400,-120
1200,60,3847,1,3847,2400,-120
1200,60,3851,1,3851,2400,-120
1200,60,3853,1,3853,2400,-120
1200,60,3863,1,3863,2400,-120
1200,60,3877,1,3877,2400,-120
1200,60,3881,1,3881,2400,-120
1200,60,3889,1,3889,2400,-120
1200,60,3907,1,3907,2400,-120
1200,60,3911,1,3911,2400,-120
1200,60,3917,1,3917,2400,-120
1200,60,3919,1,3919,2400,-120
1200,60,3923,1,3923,2400,-120
1200,60,3929,1,3929,2400,-120
1200,60,3931,1,3931,2400,-120
1200,60,3943,1,3943,2400,-120
1200,60,3947,1,3947,2400,-120
1200,60,3967,1,3967,2400,-120
1200,60,3989,1,3989,2400,-120
1200,60,4001,1,4001,2400,-120
1200,60,4003,1,4003,2400,-120
1200,60,4007,1,4007,2400,-120
1200,60,4013,1,4013,2400,-120
1200,60,4019,1,4019,2400,-120
1200,60,4021,1,4021,2400,-120
1200,60,4027,1,4027,2400,-120
1200,60,4049,1,4049,2400,-120
1200,60,4051,1,4051,2400,-120
1200,60,4057,1,4057,2400,-120
1200,60,4073,1,4073,2400,-120
1200,60,4079,1,4079,2400,-120
1200,60,4091,1,4091,2400,-120
1200,60,4093,1,4093,2400,-120
1200,60,4099,1,4099,2400,-120
1200,60,4111,1,4111,2400,-120
1200,60,4127,1,4127,2400,-120
1200,60,4129,1,4129,2400,-120
1200,60,4133,1,4133,2400,-120
1200,60,4139,1,4139,2400,-120
1200,60,4153,1,4153,2400,-120
1200,60,4157,1,4157,2400,-120
1200,60,4159,1,4159,2400,-120
1200,60,4177,1,4177,2400,-120
1200,60,4201,1,4201,2400,-120
1200,60,4211,1,4211,2400,-120
1200,60,4217,1,4217,2400,-120
1200,60,4219,1,4219,2400,-120
1200,60,4229,1,4229,2400,-120
1200,60,4231,1,4231,2400,-120
1200,60,4241,1,4241,2400,-120
1200,60,4243,1,4243,2400,-120
1200,60,4253,1,4253,2400,-120
1200,60,4259,1,4259,2400,-120
1200,60,4261,1,4261,2400,-120
1200,60,4271,1,4271,2400,-120
1200,60,4273,1,4273,2400,-120
1200,60,4283,1,4283,2400,-120
1200,60,4289,1,4289,2400,-120
1200,60,4297,1,4297,2400,-120
1200,60,4327,1,4327,2400,-120
1200,60,4337,1,4337,2400,-120
1200,60,4339,1,4339,2400,-120
1200,60,4349,1,4349,2400,-120
1200,60,4357,1,4357,2400,-120
1200,60,4363,1,4363,2400,-120
1200,60,4373,1,4373,2400,-120
1200,60,4391,1,4391,2400,-120
1200,60,4397,1,4397,2400,-120
1200,60,4409,1,4409,2400,-120
1200,60,4421,1,4421,2400,-120
1200,60,4423,1,4423,2400,-120
1200,60,4441,1,4441,2400,-120
1200,60,4447,1,4447,2400,-120
1200,60,4451,1,4451,2400,-120
1200,60,4457,1,4457,2400,-120
1200,60,4463,1,4463,2400,-120
1200,60,4481,1,4481,2400,-120
1200,60,4483,1,4483,2400,-120
1200,60,4493,1,4493,2400,-120
1200,60,4507,1,4507,2400,-120
1200,60,4513,1,4513,2400,-120
1200,60,4517,1,4517,2400,-120
1200,60,4519,1,4519,2400,-120
1200,60,4523,1,4523,2400,-120
1200,60,4547,1,4547,2400,-120
1200,60,4549,1,4549,2400,-120
1200,60,4561,1,4561,2400,-120
1200,60,4567,1,4567,2400,-120
1200,60,4583,1,4583,2400,-120
1200,60,4591,1,4591,2400,-120
1200,60,4597,1,4597,2400,-120
1200,60,4603,1,4603,2400,-120
1200,60,4621,1,4621,2400,-120
1200,60,4637,1,4637,2400,-120
1200,60,4639,1,4639,2400,-120
1200,60,4643,1,4643,2400,-120
1200,60,4649,1,4649,2400,-120
1200,60,4651,1,4651,2400,-120
1200,60,4657,1,4657,2400,-120
1200,60,4663,1,4663,2400,-120
1200,60,4673,1,4673,2400,-120
1200,60,4679,1,4679,2400,-120
1200,60,4691,1,4691,2400,-120
1200,60,4703,1,4703,2400,-120
1200,60,4721,1,4721,2400,-120
1200,60,4723,1,4723,2400,-120
1200,60,4729,1,4729,2400,-120
1200,60,4733,1,4733,2400,-120
1200,60,4751,1,4751,2400,-120
1200,60,4759,1,4759,2400,-120
1200,60,4783,1,4783,2400,-120
1200,60,4787,1,4787,2400,-120
1200,60,4789,1,4789,2400,-120
1200,60,4793,1,4793,2400,-120
1200,60,4799,1,4799,2400,-120
1200,60,4801,1,4801,2400,-120
1200,60,4813,1,4813,2400,-114
1200,60,4817,1,4817,2400,-110
1200,60,4831,1,4831,2400,-96
1200,60,4861,1,4861,2400,-66
1200,60,4871,1,4871,2400,-56
1200,60,4877,1,4877,2400,-50
1200,60,4889,1,4889,2400,-38
1200,60,4903,1,4903,2400,-24
1200,60,4909,1,4909,2400,-18
1200,60,4919,1,4919,2400,-8
1200,60,4931,1,4931,2396,0
1200,60,4933,1,4933,2394,0
1200,60,4937,1,4937,2390,0
1200,60,4943,1,4943,2384,0
1200,60,4951,1,4951,2376,0
1200,60,4957,1,4957,2370,0
1200,60,4967,1,4967,2360,0
1200,60,4969,1,4969,2358,0
1200,60,4973,1,4973,2354,0
1200,60,4987,1,4987,2340,0
1200,60,4993,1,4993,2334,0
1200,60,4999,1,4999,2328,0
1200,60,5003,1,5003,2324,0
1200,60,5009,1,5009,2318,0
1200,60,5011,1,5011,2316,0
1200,60,5021,1,5021,2306,0
1200,60,5023,1,5023,2304,0
1200,60,5039,1,5039,2288,0
1200,60,5051,1,5051,2276,0
1200,60,5059,1,5059,2268,0
1200,60,5077,1,5077,2250,0
1200,60,5081,1,5081,2246,0
1200,60,5087,1,5087,2240,0
1200,60,5099,1,5099,2228,0
1200,60,5101,1,5101,2226,0
1200,60,5107,1,5107,2220,0
1200,60,5113,1,5113,2214,0
1200,60,5119,1,5119,2208,0
1200,60,5147,1,5147,2180,0
1200,60,5153,1,5153,2174,0
1200,60,5167,1,5167,2160,0
1200,60,5171,1,5171,2156,0
1200,60,5179,1,5179,2148,0
1200,60,5189,1,5189,2138,0
1200,60,5197,1,5197,2130,0
1200,60,5209,1,5209,2118,0
1200,60,5227,1,5227,2100,0
1200,60,5231,1,5231,2096,0
1200,60,5233,1,5233,2094,0
1200,60,5237,1,5237,2090,0
1200,60,5261,1,5261,2066,0
1200,60,5273,1,5273,2054,0
1200,60,5279,1,5279,2048,0
1200,60,5281,1,5281,2046,0
1200,60,5297,1,5297,2030,0
1200,60,5303,1,5303,2024,0
1200,60,5309,1,5309,2018,0
1200,60,5323,1,5323,2004,0
1200,60,5333,1,5333,1994,0
1200,60,5347,1,5347,1980,0
1200,60,5351,1,5351,1976,0
1200,60,5381,1,5381,1946,0
1200,60,5387,1,5387,1940,0
1200,60,5393,1,5393,1934,0
1200,60,5399,1,5399,1928,0
1200,60,5407,1,5407,1920,0
1200,60,5413,1,5413,1914,0
1200,60,5417,1,5417,1910,0
1200,60,5419,1,5419,1908,0
1200,60,5431,1,5431,1896,0
1200,60,5437,1,5437,1890,0
1200,60,5441,1,5441,1886,0
1200,60,5443,1,5443,1884,0
1200,60,5449,1,5449,1878,0
1200,60,5471,1,5471,1856,0
1200,60,5477,1,5477,1850,0
1200,60,5479,1,5479,1848,0
1200,60,5483,1,5483,1844,0
1200,60,5501,1,5501,1826,0
1200,60,5503,1,5503,1824,0
1200,60,5507,1,5507,1820,0
1200,60,5519,1,5519,1808,0
1200,60,5521,1,5521,1806,0
1200,60,5527,1,5527,1800,0
1200,60,5531,1,5531,1796,0
